width,thickness,wec_mass,hinge2joint,piston_area,accum_volume,accum_P0,capacity,fitness,generation
20.784313725490197,1.6282352941176472,494705.8823529412,2.2105882352941175,0.35764705882352943,1.8187450980392157,3.2941176470588234,4070.5882352941176,[117.41093486],0
5.96078431372549,2.4564705882352946,491176.4705882353,2.6847058823529415,0.4105882352941177,1.959686274509804,4.152941176470588,7000.0,[311.20171767],0
9.803921568627452,1.1968627450980391,367647.0588235294,3.678823529411765,0.3788235294117648,0.7381960784313726,3.1176470588235294,2517.6470588235297,[26.36973203],0
19.84313725490196,1.2486274509803923,240588.23529411765,0.36,0.39294117647058824,3.7214509803921567,5.1764705882352935,3152.9411764705883,[1667.96012036],0
14.823529411764707,1.8266666666666667,277647.0588235294,2.9752941176470586,0.88,5.48321568627451,4.788235294117647,3294.1176470588234,[2.04498123],0
19.92156862745098,2.922352941176471,67647.05882352941,3.067058823529412,0.1988235294117647,2.781843137254902,5.952941176470588,1211.764705882353,[8.27620071],0
21.019607843137255,1.0243137254901962,184117.64705882352,0.43647058823529417,0.6541176470588236,0.2918823529411765,5.729411764705882,8658.823529411766,[4338.93717231],0
15.607843137254902,1.0933333333333335,346470.5882352941,0.48235294117647054,0.3752941176470589,2.781843137254902,4.670588235294118,6752.941176470588,[3618.97863245],0
5.176470588235294,1.7403921568627452,228235.29411764705,2.1341176470588232,0.33294117647058824,3.416078431372549,3.388235294117647,8729.411764705881,[55396.66112461],0
13.254901960784315,2.861960784313726,462941.17647058825,3.5564705882352943,0.1423529411764706,0.9026274509803922,3.2941176470588234,1317.6470588235293,[21.68434276],0
4.862745098039216,2.387450980392157,215882.35294117648,2.914117647058824,0.4141176470588236,5.577176470588236,4.682352941176471,2870.5882352941176,[3.88004837],0
10.274509803921568,1.2141176470588237,81764.70588235294,3.3423529411764705,0.8552941176470588,2.3825098039215686,4.011764705882353,9117.64705882353,inf,0
19.607843137254903,2.490980392156863,154117.64705882352,2.0576470588235294,0.19176470588235295,5.741607843137254,5.964705882352941,1070.5882352941176,[10.8366589],0
18.509803921568626,2.3960784313725494,110000.0,0.8341176470588234,0.7952941176470588,4.050313725490196,3.070588235294118,4317.64705882353,[105.778712],0
6.196078431372549,1.4211764705882355,180588.23529411765,3.6941176470588237,0.7141176470588235,1.9127058823529413,3.152941176470588,7882.35294117647,inf,0
21.254901960784313,1.5333333333333334,314705.8823529412,1.6141176470588234,0.8905882352941176,0.6442352941176471,4.117647058823529,9505.882352941177,[143.44346482],0
11.215686274509803,1.9905882352941178,395882.35294117645,3.2505882352941176,0.8588235294117647,4.5670980392156855,5.952941176470588,4882.35294117647,[2.02380649],0
21.019607843137255,2.0768627450980395,327058.82352941175,1.4917647058823529,0.11058823529411765,3.486549019607843,5.894117647058824,7035.294117647059,[1940.19909083],0
13.411764705882353,2.6117647058823534,101176.4705882353,1.308235294117647,0.16352941176470587,0.949607843137255,4.905882352941177,7105.882352941177,[3979.99273562],0
