hinge2joint,piston_area,accum_volume,accum_P0,fitness,generation
2.5623529411764707,0.20588235294117646,2.593921568627451,5.564705882352941,[3728573.15064091],0
1.323529411764706,0.13529411764705884,0.03349019607843137,3.9058823529411764,[500043.97836275],0
1.0176470588235293,0.7070588235294117,4.6610588235294115,4.411764705882353,[8579521.43153037],0
1.4000000000000001,0.9117647058823529,0.8086666666666666,5.341176470588236,[4874778.82789206],0
0.7729411764705882,0.25529411764705884,0.197921568627451,5.305882352941176,[1238990.64908227],0
1.8129411764705883,0.21647058823529414,3.510039215686274,5.564705882352941,[4969498.56164629],0
3.755294117647059,0.1,3.791921568627451,4.858823529411765,[5961132.12401133],0
1.9811764705882353,0.8023529411764705,2.593921568627451,5.235294117647059,[8356635.63970762],0
0.6658823529411764,0.548235294117647,0.2918823529411765,4.564705882352941,[979300.57517466],0
3.418823529411765,0.82,0.03349019607843137,5.5058823529411764,inf,0
2.531764705882353,0.17411764705882354,2.0536470588235294,4.929411764705883,[2969287.57852421],0
3.1588235294117646,0.11764705882352941,0.832156862745098,5.023529411764706,[1532354.80675039],0
0.8341176470588234,0.4776470588235294,1.1610196078431372,3.576470588235294,[2111541.54052706],0
2.531764705882353,0.11764705882352941,1.3019607843137255,4.929411764705883,[2611971.29075203],0
0.6658823529411764,0.971764705882353,0.5502745098039216,5.4941176470588236,[2063676.05658488],0
0.40588235294117647,0.52,2.5234509803921568,5.08235294117647,[8568726.3864028],0
0.6658823529411764,0.9400000000000001,3.486549019607843,3.3411764705882354,[7706452.87923405],0
0.32941176470588235,0.668235294117647,4.802,5.117647058823529,[13415429.30751983],0
3.755294117647059,0.11411764705882353,3.791921568627451,4.858823529411765,[5445540.70751775],0
0.32941176470588235,0.6117647058823529,1.208,4.705882352941177,[5412170.3079303],0
0.6505882352941177,0.6647058823529411,4.0268235294117645,3.6470588235294117,[6485850.69626574],0
3.1588235294117646,0.14588235294117646,0.22141176470588236,4.811764705882353,[643402.42007221],0
1.6294117647058823,0.6294117647058823,3.7214509803921567,5.91764705882353,[10120684.66161587],0
2.745882352941176,0.23411764705882354,3.3925882352941175,4.470588235294118,[5140232.35967878],0
0.6658823529411764,0.668235294117647,4.802,4.929411764705883,[6552451.16456774],0
