cluster_id,center_Tp,center_Hs,count
0,13.022959231490109,2.0070782567947525,4268
1,9.323983920784485,2.358078215842999,22016
2,9.84231198249586,1.681761551332142,23309
3,12.16694925742669,1.0023638613861368,8080
4,7.909695491339941,1.0351198198681137,18653
5,6.145835264641468,1.2652696523645435,15965
6,25.0,1.2375000000000003,8
7,9.613752193899021,0.9134814040952732,23930
8,10.305382882883094,3.2330705705705785,3996
9,7.6756717426877055,1.7857318721980955,28106
