cluster_id,center_Tp,center_Hs,count
0,5.484266307165848,1.096351757751741,9643
1,13.462755793225957,1.3568983957219272,2805
2,10.638863524791553,4.635898379970542,4074
3,12.274136752136755,6.713700854700876,1170
4,11.61747066090159,2.798786287832002,3238
5,8.939529998687709,3.193034002888281,7617
6,7.5564650173949985,1.0547938409998752,15522
7,6.668126255019951,1.9575753012048103,7968
8,10.010731512855905,1.1453528004783713,10034
9,8.438192422461507,2.039762184645987,11059
