width,thickness,wec_mass,hinge2joint,piston_area,accum_volume,accum_P0,capacity,fitness,generation
5.333333333333333,1.2658823529411767,132941.17647058825,0.17647058823529413,0.8764705882352941,5.060392156862745,4.752941176470588,1423.5294117647059,[68.79279476],0
19.137254901960784,1.8180392156862746,274117.6470588235,0.36,0.5835294117647059,3.9328627450980393,3.9294117647058826,2447.0588235294117,[10.45681892],0
13.176470588235293,2.922352941176471,110000.0,1.4458823529411766,0.33647058823529413,0.8556470588235294,5.470588235294118,1282.3529411764707,inf,0
20.705882352941178,1.1192156862745097,392352.9411764706,1.2164705882352942,0.7211764705882353,5.013411764705882,5.235294117647059,5694.117647058823,[7.80850125],0
13.019607843137255,1.7921568627450983,335882.35294117645,1.4611764705882353,0.20588235294117646,5.718117647058824,5.870588235294118,10000.0,[1580.29207749],0
17.647058823529413,2.861960784313726,327058.82352941175,2.8223529411764705,0.9470588235294117,3.557019607843137,4.764705882352941,8976.470588235294,[7.32566138],0
13.803921568627452,2.603137254901961,99411.76470588235,0.49764705882352933,0.5164705882352941,1.9127058823529413,3.552941176470588,2976.470588235294,inf,0
4.313725490196078,2.948235294117647,90588.23529411765,2.776470588235294,0.7211764705882353,0.9026274509803922,5.211764705882353,9223.529411764706,inf,0
13.96078431372549,0.9725490196078432,235294.11764705883,0.9870588235294117,0.6047058823529412,1.1610196078431372,3.2705882352941176,9400.0,[81.5136825],0
21.333333333333332,1.6972549019607843,178823.5294117647,1.5223529411764707,0.4564705882352942,2.4059999999999997,5.482352941176471,6329.411764705882,inf,0
4.313725490196078,1.6972549019607843,353529.4117647059,3.0976470588235294,0.6364705882352941,2.2885490196078426,4.447058823529412,8411.764705882353,inf,0
10.509803921568627,1.6109803921568628,323529.4117647059,1.0788235294117647,0.2235294117647059,4.144274509803921,4.3882352941176475,3047.0588235294117,[83.85067033],0
8.627450980392158,2.2407843137254906,500000.0,1.1552941176470588,0.27294117647058824,0.12745098039215688,4.6,9541.176470588236,[1142.38557151],0
20.235294117647058,2.810196078431373,353529.4117647059,1.6752941176470588,0.34,4.848980392156863,3.4823529411764707,6611.764705882353,[5.56448544],0
19.92156862745098,2.68078431372549,427647.0588235294,2.745882352941176,0.8623529411764705,2.476470588235294,5.270588235294118,9082.35294117647,inf,0
15.843137254901961,1.0501960784313726,120588.23529411765,3.938823529411765,0.8976470588235295,2.2415686274509805,5.470588235294118,8870.588235294119,inf,0
20.784313725490197,1.731764705882353,185882.35294117648,1.0788235294117647,0.34705882352941175,5.201333333333333,4.9411764705882355,9505.882352941177,[40.68390568],0
18.666666666666664,2.1890196078431376,87058.82352941176,3.4035294117647057,0.7952941176470588,3.9328627450980393,3.435294117647059,1458.8235294117646,[3.49058739],0
12.07843137254902,2.12,286470.5882352941,3.831764705882353,0.8235294117647058,3.228156862745098,5.776470588235294,5800.0,[1.55572493],0
18.431372549019606,1.947450980392157,191176.4705882353,1.323529411764706,0.7176470588235294,4.097294117647059,5.4,4705.882352941177,[4.05567484],0
20.705882352941178,1.3090196078431373,417058.82352941175,3.6023529411764708,0.47411764705882353,5.741607843137254,3.5176470588235293,7423.529411764706,[7.69717959],0
