capacity,fitness,generation
1282.3529411764707,3.995949901626183,0
1352.9411764705883,3.918332972836871,0
1247.0588235294117,4.032746729514398,0
1352.9411764705883,3.918332972836871,0
4211.764705882353,3.762340471036891,0
2341.176470588235,3.5323077377700276,0
1458.8235294117646,3.850244364520669,0
4423.529411764706,3.8229934755963004,0
2164.7058823529414,3.5540304583100966,0
4317.64705882353,3.8035796036070497,0
7635.294117647059,5.9691860793951665,0
7635.294117647059,5.9691860793951665,0
3894.1176470588234,3.7060568577972632,0
7811.764705882353,6.127433982889817,0
4352.941176470588,3.8145525697295444,0
2376.470588235294,3.5348042846909276,0
2411.764705882353,3.518323392129887,0
3223.529411764706,3.571074259705599,0
1635.2941176470588,3.700092924095032,0
4423.529411764706,3.8229934755963004,0
2376.470588235294,3.5348042846909276,0
3894.1176470588234,3.7060568577972632,0
1811.764705882353,3.627058159660145,0
4317.64705882353,3.8035796036070497,0
2411.764705882353,3.518323392129887,0
1352.9411764705883,3.918332972836871,0
1388.235294117647,3.8693046801441926,0
2623.529411764706,3.517235785920167,0
5376.470588235294,4.1924670821913095,0
2058.823529411765,3.5633187747764645,0
2200.0,3.5468570805402453,0
7882.35294117647,6.207458216127591,0
4317.64705882353,3.8035796036070497,1
4317.64705882353,3.8035796036070497,1
3894.1176470588234,3.7060568577972632,1
2058.823529411765,3.5633187747764645,1
3611.764705882353,3.629241014992302,1
2694.1176470588234,3.5255052158785385,1
1282.3529411764707,3.995949901626183,1
2482.3529411764703,3.546957115021643,1
4458.823529411765,3.838503890778484,1
2164.7058823529414,3.5540304583100966,1
2623.529411764706,3.517235785920167,1
2200.0,3.5468570805402453,1
2164.7058823529414,3.5540304583100966,1
5376.470588235294,4.1924670821913095,1
5023.529411764706,4.054960239730115,1
1282.3529411764707,3.995949901626183,1
2164.7058823529414,3.5540304583100966,1
4670.588235294117,3.9320344918834036,1
2800.0,3.5251492355439367,1
2800.0,3.5251492355439367,1
4141.176470588235,3.7503388135247597,1
2235.2941176470586,3.5458142376100033,1
2200.0,3.5468570805402453,1
3894.1176470588234,3.7060568577972632,1
4317.64705882353,3.8035796036070497,1
2200.0,3.5468570805402453,1
2235.2941176470586,3.5458142376100033,1
2941.176470588235,3.5448700512590983,1
1247.0588235294117,4.032746729514398,1
1952.9411764705883,3.596641176916497,1
1388.235294117647,3.8693046801441926,1
4211.764705882353,3.762340471036891,1
6470.588235294118,4.903513737862359,2
2164.7058823529414,3.5540304583100966,2
2235.2941176470586,3.5458142376100033,2
2235.2941176470586,3.5458142376100033,2
2482.3529411764703,3.546957115021643,2
4317.64705882353,3.8035796036070497,2
2941.176470588235,3.5448700512590983,2
2623.529411764706,3.517235785920167,2
2164.7058823529414,3.5540304583100966,2
2623.529411764706,3.517235785920167,2
2235.2941176470586,3.5458142376100033,2
1282.3529411764707,3.995949901626183,2
1952.9411764705883,3.596641176916497,2
2200.0,3.5468570805402453,2
2800.0,3.5251492355439367,2
2482.3529411764703,3.546957115021643,2
3329.4117647058824,3.56896406456363,2
3082.3529411764707,3.5448736566143793,2
1317.6470588235293,3.9604289719443067,2
2764.7058823529414,3.516661849816907,2
1917.6470588235293,3.6016471341296996,2
2235.2941176470586,3.5458142376100033,2
2235.2941176470586,3.5458142376100033,2
2200.0,3.5468570805402453,2
2164.7058823529414,3.5540304583100966,2
2623.529411764706,3.517235785920167,2
2376.470588235294,3.5348042846909276,2
2411.764705882353,3.518323392129887,2
2623.529411764706,3.517235785920167,2
2200.0,3.5468570805402453,2
2800.0,3.5251492355439367,2
3894.1176470588234,3.7060568577972632,2
2800.0,3.5251492355439367,3
2800.0,3.5251492355439367,3
2200.0,3.5468570805402453,3
2235.2941176470586,3.5458142376100033,3
2658.823529411765,3.533959383407301,3
2129.4117647058824,3.549011183597007,3
2200.0,3.5468570805402453,3
2623.529411764706,3.517235785920167,3
2341.176470588235,3.5323077377700276,3
2482.3529411764703,3.546957115021643,3
2235.2941176470586,3.5458142376100033,3
2164.7058823529414,3.5540304583100966,3
2800.0,3.5251492355439367,3
2623.529411764706,3.517235785920167,3
2800.0,3.5251492355439367,3
2200.0,3.5468570805402453,3
5023.529411764706,4.054960239730115,3
1105.8823529411766,4.260636201982262,3
2376.470588235294,3.5348042846909276,3
2623.529411764706,3.517235785920167,3
2129.4117647058824,3.549011183597007,3
2658.823529411765,3.533959383407301,3
3082.3529411764707,3.5448736566143793,3
4458.823529411765,3.838503890778484,3
2200.0,3.5468570805402453,3
2800.0,3.5251492355439367,3
2623.529411764706,3.517235785920167,3
2482.3529411764703,3.546957115021643,3
2764.7058823529414,3.516661849816907,3
2623.529411764706,3.517235785920167,3
3188.235294117647,3.583013755691451,3
2517.6470588235297,3.5340042640998774,3
2341.176470588235,3.5323077377700276,4
2235.2941176470586,3.5458142376100033,4
4494.117647058823,3.8518157139360536,4
3188.235294117647,3.583013755691451,4
2235.2941176470586,3.5458142376100033,4
2800.0,3.5251492355439367,4
2800.0,3.5251492355439367,4
3082.3529411764707,3.5448736566143793,4
2658.823529411765,3.533959383407301,4
2200.0,3.5468570805402453,4
2800.0,3.5251492355439367,4
2164.7058823529414,3.5540304583100966,4
2623.529411764706,3.517235785920167,4
2800.0,3.5251492355439367,4
2623.529411764706,3.517235785920167,4
2800.0,3.5251492355439367,4
2800.0,3.5251492355439367,4
2623.529411764706,3.517235785920167,4
2623.529411764706,3.517235785920167,4
2800.0,3.5251492355439367,4
2658.823529411765,3.533959383407301,4
3047.0588235294117,3.550558132071594,4
2623.529411764706,3.517235785920167,4
2623.529411764706,3.517235785920167,4
2658.823529411765,3.533959383407301,4
2623.529411764706,3.517235785920167,4
2623.529411764706,3.517235785920167,4
2623.529411764706,3.517235785920167,4
3188.235294117647,3.583013755691451,4
2200.0,3.5468570805402453,4
2235.2941176470586,3.5458142376100033,4
2200.0,3.5468570805402453,4
2623.529411764706,3.517235785920167,5
2623.529411764706,3.517235785920167,5
2341.176470588235,3.5323077377700276,5
2800.0,3.5251492355439367,5
2941.176470588235,3.5448700512590983,5
2482.3529411764703,3.546957115021643,5
2800.0,3.5251492355439367,5
2800.0,3.5251492355439367,5
2764.7058823529414,3.516661849816907,5
2623.529411764706,3.517235785920167,5
2235.2941176470586,3.5458142376100033,5
3188.235294117647,3.583013755691451,5
2658.823529411765,3.533959383407301,5
2764.7058823529414,3.516661849816907,5
2658.823529411765,3.533959383407301,5
2623.529411764706,3.517235785920167,5
3223.529411764706,3.571074259705599,5
2200.0,3.5468570805402453,5
2623.529411764706,3.517235785920167,5
2800.0,3.5251492355439367,5
2800.0,3.5251492355439367,5
2800.0,3.5251492355439367,5
2235.2941176470586,3.5458142376100033,5
2623.529411764706,3.517235785920167,5
2658.823529411765,3.533959383407301,5
2764.7058823529414,3.516661849816907,5
2623.529411764706,3.517235785920167,5
2623.529411764706,3.517235785920167,5
2235.2941176470586,3.5458142376100033,5
2800.0,3.5251492355439367,5
2800.0,3.5251492355439367,5
2623.529411764706,3.517235785920167,5
2764.7058823529414,3.516661849816907,6
2341.176470588235,3.5323077377700276,6
2800.0,3.5251492355439367,6
2764.7058823529414,3.516661849816907,6
2800.0,3.5251492355439367,6
2235.2941176470586,3.5458142376100033,6
2623.529411764706,3.517235785920167,6
2623.529411764706,3.517235785920167,6
2623.529411764706,3.517235785920167,6
2764.7058823529414,3.516661849816907,6
2905.8823529411766,3.5487576740930677,6
2482.3529411764703,3.546957115021643,6
2376.470588235294,3.5348042846909276,6
2764.7058823529414,3.516661849816907,6
2235.2941176470586,3.5458142376100033,6
3188.235294117647,3.583013755691451,6
2658.823529411765,3.533959383407301,6
2623.529411764706,3.517235785920167,6
2800.0,3.5251492355439367,6
2658.823529411765,3.533959383407301,6
2517.6470588235297,3.5340042640998774,6
2941.176470588235,3.5448700512590983,6
2623.529411764706,3.517235785920167,6
2623.529411764706,3.517235785920167,6
2764.7058823529414,3.516661849816907,6
2800.0,3.5251492355439367,6
2623.529411764706,3.517235785920167,6
2764.7058823529414,3.516661849816907,6
2341.176470588235,3.5323077377700276,6
2623.529411764706,3.517235785920167,6
2905.8823529411766,3.5487576740930677,6
1070.5882352941176,4.332065758222888,6
2658.823529411765,3.533959383407301,7
2764.7058823529414,3.516661849816907,7
2341.176470588235,3.5323077377700276,7
2764.7058823529414,3.516661849816907,7
2623.529411764706,3.517235785920167,7
2800.0,3.5251492355439367,7
2200.0,3.5468570805402453,7
2905.8823529411766,3.5487576740930677,7
2658.823529411765,3.533959383407301,7
2764.7058823529414,3.516661849816907,7
2623.529411764706,3.517235785920167,7
2623.529411764706,3.517235785920167,7
3188.235294117647,3.583013755691451,7
2235.2941176470586,3.5458142376100033,7
2623.529411764706,3.517235785920167,7
2623.529411764706,3.517235785920167,7
2800.0,3.5251492355439367,7
2482.3529411764703,3.546957115021643,7
2376.470588235294,3.5348042846909276,7
2200.0,3.5468570805402453,7
2764.7058823529414,3.516661849816907,7
2764.7058823529414,3.516661849816907,7
2764.7058823529414,3.516661849816907,7
2800.0,3.5251492355439367,7
2941.176470588235,3.5448700512590983,7
2800.0,3.5251492355439367,7
2764.7058823529414,3.516661849816907,7
2623.529411764706,3.517235785920167,7
2623.529411764706,3.517235785920167,7
2764.7058823529414,3.516661849816907,7
2341.176470588235,3.5323077377700276,7
2764.7058823529414,3.516661849816907,7
2623.529411764706,3.517235785920167,8
2623.529411764706,3.517235785920167,8
2200.0,3.5468570805402453,8
3188.235294117647,3.583013755691451,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2905.8823529411766,3.5487576740930677,8
2482.3529411764703,3.546957115021643,8
2623.529411764706,3.517235785920167,8
2623.529411764706,3.517235785920167,8
2623.529411764706,3.517235785920167,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2905.8823529411766,3.5487576740930677,8
2482.3529411764703,3.546957115021643,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2800.0,3.5251492355439367,8
2764.7058823529414,3.516661849816907,8
2658.823529411765,3.533959383407301,8
2764.7058823529414,3.516661849816907,8
2623.529411764706,3.517235785920167,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2376.470588235294,3.5348042846909276,8
2623.529411764706,3.517235785920167,8
2800.0,3.5251492355439367,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,8
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
1917.6470588235293,3.6016471341296996,9
2658.823529411765,3.533959383407301,9
2764.7058823529414,3.516661849816907,9
1070.5882352941176,4.332065758222888,9
2764.7058823529414,3.516661849816907,9
2623.529411764706,3.517235785920167,9
2764.7058823529414,3.516661849816907,9
3047.0588235294117,3.550558132071594,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2200.0,3.5468570805402453,9
3188.235294117647,3.583013755691451,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,9
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
3047.0588235294117,3.550558132071594,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
2764.7058823529414,3.516661849816907,10
