width,thickness,wec_mass,fitness,generation
14.862745098039216,4.137254901960784,184117.64705882352,[[0.09285839]],1
10.705882352941176,4.623529411764705,332352.9411764706,[[0.02525272]],1
13.450980392156863,3.980392156862745,480588.23529411765,[[0.16635182]],1
11.019607843137255,4.152941176470588,411764.70588235295,[[0.09637328]],1
23.019607843137255,4.372549019607844,111764.70588235295,[[0.14654192]],1
10.705882352941176,4.764705882352941,205294.11764705883,[[0.00810011]],1
10.0,3.196078431372549,254705.88235294117,[[0.18038027]],1
14.313725490196077,4.623529411764705,464705.8823529412,[[0.09148151]],1
20.745098039215684,4.796078431372549,369411.76470588235,[[0.12168524]],1
12.274509803921568,3.8862745098039215,185882.35294117648,[[0.07863739]],1
14.862745098039216,4.231372549019608,480588.23529411765,[[0.14267582]],1
27.254901960784313,4.137254901960784,166470.5882352941,[[0.18943605]],1
16.823529411764707,4.137254901960784,205294.11764705883,[[0.12145564]],1
27.80392156862745,4.905882352941177,115294.11764705883,[[0.1450624]],1
10.705882352941176,4.623529411764705,155882.35294117648,[[0.007962]],1
21.058823529411764,4.0588235294117645,281176.4705882353,[[0.17521823]],1
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],1
10.862745098039216,3.980392156862745,198235.29411764705,[[0.0473044]],1
10.705882352941176,4.623529411764705,367647.0588235294,[[0.03184404]],1
20.11764705882353,4.764705882352941,97647.05882352941,[[0.09526893]],1
10.705882352941176,4.623529411764705,480588.23529411765,[[0.0587546]],1
17.372549019607842,4.56078431372549,282941.1764705882,[[0.10087551]],1
20.745098039215684,4.607843137254902,143529.4117647059,[[0.11490919]],1
19.88235294117647,4.513725490196078,282941.1764705882,[[0.12774343]],1
16.823529411764707,4.137254901960784,205294.11764705883,[[0.12145564]],1
11.568627450980392,4.654901960784313,90588.23529411765,[[0.00981324]],1
21.372549019607845,4.419607843137255,170000.0,[[0.13587487]],1
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],1
14.862745098039216,4.419607843137255,411764.70588235295,[[0.10733848]],1
11.098039215686274,4.984313725490196,205294.11764705883,[[0.0091215]],1
14.0,3.9176470588235293,214117.64705882352,[[0.11027805]],1
11.098039215686274,4.403921568627451,411764.70588235295,[[0.06671068]],1
14.862745098039216,4.137254901960784,185882.35294117648,[[0.09318656]],1
12.274509803921568,3.996078431372549,57058.82352941176,[[0.03900007]],1
10.235294117647058,3.8862745098039215,205294.11764705883,[[0.04731027]],1
22.313725490196077,3.9019607843137254,57058.82352941176,[[0.17401959]],1
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],1
19.88235294117647,4.513725490196078,282941.1764705882,[[0.12774343]],1
14.862745098039216,4.137254901960784,185882.35294117648,[[0.09318656]],1
20.352941176470587,4.3882352941176475,76470.58823529413,[[0.12066916]],1
14.862745098039216,4.137254901960784,185882.35294117648,[[0.09318656]],1
10.07843137254902,4.764705882352941,162941.17647058825,[[0.01012359]],1
27.647058823529413,4.764705882352941,217647.0588235294,[[0.15578794]],1
10.705882352941176,4.639215686274509,141764.70588235295,[[0.00789701]],1
14.862745098039216,4.921568627450981,214117.64705882352,[[0.04049236]],1
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],1
27.647058823529413,4.764705882352941,175294.11764705883,[[0.15382854]],1
10.627450980392156,4.403921568627451,367647.0588235294,[[0.04903542]],1
11.176470588235293,4.623529411764705,411764.70588235295,[[0.0464361]],1
22.941176470588236,4.3882352941176475,58823.529411764706,[[0.14077364]],1
28.03921568627451,3.9019607843137254,76470.58823529413,[[0.2034806]],1
10.862745098039216,3.980392156862745,185882.35294117648,[[0.04404379]],1
14.862745098039216,4.137254901960784,198235.29411764705,[[0.09549829]],1
10.784313725490197,3.196078431372549,254705.88235294117,[[0.19317462]],1
10.705882352941176,3.980392156862745,198235.29411764705,[[0.04462263]],1
11.333333333333334,4.623529411764705,344705.8823529412,[[0.03449774]],1
27.96078431372549,4.419607843137255,90588.23529411765,[[0.17041133]],1
19.88235294117647,4.403921568627451,411764.70588235295,[[0.15089094]],1
12.274509803921568,3.9019607843137254,466470.5882352941,[[0.16592991]],1
14.862745098039216,4.137254901960784,72941.17647058824,[[0.07328369]],1
21.294117647058826,4.623529411764705,410000.0,[[0.14169483]],1
17.294117647058822,4.105882352941176,492941.17647058825,[[0.17680816]],1
10.235294117647058,4.309803921568627,318235.29411764705,[[0.03943786]],1
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],1
12.274509803921568,3.8078431372549018,282941.1764705882,[[0.11725973]],1
17.372549019607842,4.968627450980392,282941.1764705882,[[0.07229382]],1
25.92156862745098,4.152941176470588,99411.76470588235,[[0.17834409]],1
21.294117647058826,4.513725490196078,297058.8235294118,[[0.13976871]],1
19.88235294117647,4.623529411764705,282941.1764705882,[[0.11936605]],1
11.803921568627452,4.137254901960784,185882.35294117648,[[0.04621411]],1
19.88235294117647,4.137254901960784,205294.11764705883,[[0.15102075]],1
17.058823529411764,4.545098039215686,57058.82352941176,[[0.07145677]],2
10.941176470588236,4.403921568627451,367647.0588235294,[[0.05288377]],2
10.705882352941176,3.8078431372549018,282941.1764705882,[[0.09245516]],2
12.274509803921568,4.639215686274509,141764.70588235295,[[0.01743899]],2
16.509803921568626,4.309803921568627,282941.1764705882,[[0.11362888]],2
11.098039215686274,4.56078431372549,318235.29411764705,[[0.03112629]],2
11.647058823529411,4.419607843137255,288235.29411764705,[[0.04265641]],2
17.372549019607842,4.968627450980392,85294.11764705883,[[0.05461879]],2
17.372549019607842,4.968627450980392,282941.1764705882,[[0.07229382]],2
10.705882352941176,4.623529411764705,57058.82352941176,[[0.01208443]],2
10.0,4.764705882352941,205294.11764705883,[[0.00738198]],2
14.941176470588236,4.921568627450981,207058.82352941178,[[0.04065486]],2
10.235294117647058,3.980392156862745,205294.11764705883,[[0.03840738]],2
11.803921568627452,4.137254901960784,185882.35294117648,[[0.04621411]],2
11.098039215686274,4.764705882352941,205294.11764705883,[[0.00980684]],2
10.705882352941176,4.403921568627451,411764.70588235295,[[0.062272]],2
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],2
11.647058823529411,4.419607843137255,90588.23529411765,[[0.01394148]],2
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],2
14.862745098039216,4.921568627450981,214117.64705882352,[[0.04049236]],2
20.745098039215684,4.576470588235294,143529.4117647059,[[0.11704255]],2
10.705882352941176,4.670588235294117,141764.70588235295,[[0.00803154]],2
10.705882352941176,4.764705882352941,57058.82352941176,[[0.01754514]],2
10.07843137254902,4.623529411764705,205294.11764705883,[[0.006784]],2
10.07843137254902,4.403921568627451,92352.94117647059,[[0.00739805]],2
10.235294117647058,4.764705882352941,205294.11764705883,[[0.00721733]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
10.705882352941176,4.623529411764705,155882.35294117648,[[0.007962]],2
11.098039215686274,4.921568627450981,198235.29411764705,[[0.00887461]],2
14.784313725490197,3.980392156862745,214117.64705882352,[[0.11408469]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
11.333333333333334,4.623529411764705,344705.8823529412,[[0.03449774]],2
20.11764705882353,4.764705882352941,97647.05882352941,[[0.09526893]],2
14.862745098039216,4.545098039215686,214117.64705882352,[[0.06330407]],2
10.705882352941176,5.0,57058.82352941176,[[0.03128472]],2
10.235294117647058,4.294117647058823,212352.9411764706,[[0.01794847]],2
11.098039215686274,5.0,318235.29411764705,[[0.01166924]],2
23.019607843137255,4.764705882352941,207058.82352941178,[[0.12771947]],2
10.07843137254902,4.372549019607844,110000.0,[[0.00657453]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],2
10.627450980392156,4.3882352941176475,367647.0588235294,[[0.05053399]],2
17.372549019607842,4.56078431372549,57058.82352941176,[[0.07443286]],2
11.176470588235293,4.623529411764705,341176.4705882353,[[0.03204767]],2
11.333333333333334,4.623529411764705,415294.1176470588,[[0.04895537]],2
10.862745098039216,3.619607843137255,464705.8823529412,[[0.21609336]],2
14.313725490196077,4.984313725490196,198235.29411764705,[[0.0304545]],2
13.843137254901961,4.623529411764705,344705.8823529412,[[0.06484015]],2
10.705882352941176,4.639215686274509,141764.70588235295,[[0.00789701]],2
14.862745098039216,4.137254901960784,185882.35294117648,[[0.09318656]],2
12.274509803921568,3.8862745098039215,185882.35294117648,[[0.07863739]],2
14.862745098039216,4.262745098039216,184117.64705882352,[[0.08126784]],2
10.07843137254902,4.639215686274509,162941.17647058825,[[0.00742756]],2
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],2
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],2
14.470588235294118,4.137254901960784,184117.64705882352,[[0.08735122]],2
21.137254901960784,4.607843137254902,143529.4117647059,[[0.11840216]],2
12.274509803921568,3.8862745098039215,185882.35294117648,[[0.07863739]],2
19.88235294117647,4.403921568627451,411764.70588235295,[[0.15089094]],2
10.235294117647058,4.309803921568627,325294.1176470588,[[0.04129907]],2
10.235294117647058,3.8862745098039215,205294.11764705883,[[0.04731027]],2
10.705882352941176,4.623529411764705,92352.94117647059,[[0.00929361]],2
10.07843137254902,4.764705882352941,170000.0,[[0.00947373]],2
11.019607843137255,3.980392156862745,198235.29411764705,[[0.05003347]],2
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],2
16.980392156862745,4.780392156862745,282941.1764705882,[[0.08022673]],2
11.098039215686274,4.545098039215686,205294.11764705883,[[0.01533904]],2
17.372549019607842,4.654901960784313,381764.70588235295,[[0.10578544]],2
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],2
10.07843137254902,4.764705882352941,198235.29411764705,[[0.00758146]],2
10.705882352941176,4.639215686274509,148823.5294117647,[[0.0078784]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
11.098039215686274,4.905882352941177,92352.94117647059,[[0.01456414]],2
10.235294117647058,4.482352941176471,205294.11764705883,[[0.00979142]],2
14.862745098039216,4.419607843137255,411764.70588235295,[[0.10733848]],2
20.745098039215684,4.623529411764705,372941.17647058825,[[0.13456422]],2
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],2
10.705882352941176,4.623529411764705,57058.82352941176,[[0.01208443]],2
10.705882352941176,4.623529411764705,367647.0588235294,[[0.03184404]],2
14.313725490196077,4.639215686274509,238823.5294117647,[[0.05332604]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],2
10.705882352941176,4.654901960784313,381764.70588235295,[[0.0324491]],2
17.450980392156865,3.980392156862745,198235.29411764705,[[0.14319243]],2
10.862745098039216,3.619607843137255,367647.0588235294,[[0.16741978]],2
10.705882352941176,4.984313725490196,185882.35294117648,[[0.0107304]],2
11.098039215686274,3.9176470588235293,214117.64705882352,[[0.06229332]],2
14.0,4.403921568627451,411764.70588235295,[[0.10001569]],2
12.274509803921568,3.9490196078431374,185882.35294117648,[[0.07184831]],2
12.274509803921568,3.933333333333333,57058.82352941176,[[0.0436883]],2
10.07843137254902,4.639215686274509,141764.70588235295,[[0.00871891]],2
10.705882352941176,4.764705882352941,207058.82352941178,[[0.00813304]],2
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],2
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],2
14.941176470588236,4.9372549019607845,207058.82352941178,[[0.0398999]],3
10.07843137254902,4.607843137254902,205294.11764705883,[[0.00687582]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
12.352941176470589,4.921568627450981,205294.11764705883,[[0.01503847]],3
12.588235294117647,4.764705882352941,214117.64705882352,[[0.02276762]],3
10.705882352941176,4.639215686274509,141764.70588235295,[[0.00789701]],3
10.07843137254902,4.670588235294117,141764.70588235295,[[0.0094927]],3
10.235294117647058,4.764705882352941,205294.11764705883,[[0.00721733]],3
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],3
11.254901960784313,4.639215686274509,212352.9411764706,[[0.01426781]],3
10.07843137254902,4.780392156862745,162941.17647058825,[[0.01059162]],3
10.07843137254902,4.403921568627451,92352.94117647059,[[0.00739805]],3
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],3
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],3
10.07843137254902,4.623529411764705,205294.11764705883,[[0.006784]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.156862745098039,4.764705882352941,198235.29411764705,[[0.00746896]],3
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],3
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],3
10.235294117647058,4.639215686274509,92352.94117647059,[[0.0126912]],3
10.705882352941176,4.403921568627451,148823.5294117647,[[0.01089708]],3
10.235294117647058,4.764705882352941,205294.11764705883,[[0.00721733]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.921568627450981,205294.11764705883,[[0.01057432]],3
14.941176470588236,4.764705882352941,207058.82352941178,[[0.04902052]],3
11.333333333333334,4.419607843137255,288235.29411764705,[[0.03828913]],3
11.647058823529411,4.623529411764705,344705.8823529412,[[0.03836909]],3
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],3
10.705882352941176,4.639215686274509,141764.70588235295,[[0.00789701]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
11.098039215686274,4.764705882352941,205294.11764705883,[[0.00980684]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.764705882352941,198235.29411764705,[[0.00758146]],3
11.098039215686274,4.921568627450981,92352.94117647059,[[0.01511631]],3
11.098039215686274,4.905882352941177,198235.29411764705,[[0.00883018]],3
10.705882352941176,4.623529411764705,57058.82352941176,[[0.01208443]],3
10.07843137254902,4.419607843137255,90588.23529411765,[[0.0077533]],3
10.07843137254902,4.403921568627451,81764.70588235294,[[0.00801985]],3
10.235294117647058,4.372549019607844,120588.23529411765,[[0.00699746]],3
10.705882352941176,4.639215686274509,205294.11764705883,[[0.00960176]],3
10.07843137254902,4.623529411764705,141764.70588235295,[[0.00837631]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.403921568627451,92352.94117647059,[[0.00739805]],3
12.274509803921568,4.403921568627451,85294.11764705883,[[0.02044107]],3
10.235294117647058,4.639215686274509,148823.5294117647,[[0.00779288]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.764705882352941,198235.29411764705,[[0.00758146]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
10.07843137254902,4.623529411764705,205294.11764705883,[[0.006784]],3
10.705882352941176,4.623529411764705,205294.11764705883,[[0.00990841]],3
10.07843137254902,4.764705882352941,207058.82352941178,[[0.00721531]],3
10.705882352941176,4.984313725490196,185882.35294117648,[[0.0107304]],3
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],3
10.235294117647058,4.921568627450981,198235.29411764705,[[0.0103719]],3
11.098039215686274,4.403921568627451,92352.94117647059,[[0.00999153]],3
10.705882352941176,4.921568627450981,90588.23529411765,[[0.01975226]],3
11.647058823529411,4.137254901960784,148823.5294117647,[[0.03610037]],3
11.098039215686274,4.890196078431373,198235.29411764705,[[0.00880997]],3
10.0,4.796078431372549,205294.11764705883,[[0.00788692]],3
10.705882352941176,3.8078431372549018,286470.5882352941,[[0.09381878]],3
10.07843137254902,4.372549019607844,106470.58823529413,[[0.00661978]],3
10.07843137254902,4.639215686274509,164705.88235294117,[[0.00734899]],3
10.705882352941176,4.403921568627451,410000.0,[[0.06175662]],3
10.235294117647058,4.623529411764705,92352.94117647059,[[0.01211763]],3
10.705882352941176,4.403921568627451,92352.94117647059,[[0.00795661]],3
11.098039215686274,4.905882352941177,92352.94117647059,[[0.01456414]],3
11.098039215686274,4.905882352941177,92352.94117647059,[[0.01456414]],3
14.862745098039216,4.403921568627451,214117.64705882352,[[0.07421634]],3
11.333333333333334,4.921568627450981,65882.35294117648,[[0.01599795]],3
10.705882352941176,4.733333333333333,212352.9411764706,[[0.00853871]],3
10.235294117647058,4.419607843137255,134705.88235294117,[[0.00701799]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
11.098039215686274,4.921568627450981,198235.29411764705,[[0.00887461]],3
10.07843137254902,4.623529411764705,205294.11764705883,[[0.006784]],3
10.07843137254902,4.764705882352941,207058.82352941178,[[0.00721531]],3
10.07843137254902,4.764705882352941,207058.82352941178,[[0.00721531]],3
10.07843137254902,4.403921568627451,92352.94117647059,[[0.00739805]],3
11.333333333333334,4.403921568627451,92352.94117647059,[[0.01169719]],3
10.156862745098039,4.654901960784313,170000.0,[[0.00724165]],3
10.705882352941176,4.921568627450981,254705.88235294117,[[0.00815848]],3
14.941176470588236,4.670588235294117,94117.64705882352,[[0.04163408]],3
14.941176470588236,4.764705882352941,207058.82352941178,[[0.04902052]],3
10.07843137254902,4.921568627450981,205294.11764705883,[[0.01057432]],3
11.254901960784313,4.654901960784313,170000.0,[[0.01077102]],3
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],3
12.274509803921568,3.9019607843137254,170000.0,[[0.07271789]],3
11.254901960784313,4.686274509803921,57058.82352941176,[[0.01070302]],3
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],3
10.235294117647058,4.764705882352941,205294.11764705883,[[0.00721733]],3
10.705882352941176,4.670588235294117,170000.0,[[0.00797419]],3
10.07843137254902,4.764705882352941,141764.70588235295,[[0.01251428]],3
10.705882352941176,4.639215686274509,198235.29411764705,[[0.00921067]],3
10.07843137254902,4.764705882352941,150588.23529411765,[[0.01143666]],3
10.07843137254902,4.372549019607844,110000.0,[[0.00657453]],4
10.07843137254902,4.623529411764705,141764.70588235295,[[0.00837631]],4
10.07843137254902,4.811764705882353,110000.0,[[0.01993099]],4
10.07843137254902,4.325490196078432,205294.11764705883,[[0.01368652]],4
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],4
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],4
10.235294117647058,4.764705882352941,205294.11764705883,[[0.00721733]],4
10.235294117647058,4.403921568627451,92352.94117647059,[[0.00715545]],4
10.07843137254902,4.435294117647059,106470.58823529413,[[0.00717986]],4
10.07843137254902,4.341176470588236,92352.94117647059,[[0.00670052]],4
10.07843137254902,4.780392156862745,92352.94117647059,[[0.02174754]],4
10.235294117647058,4.3882352941176475,198235.29411764705,[[0.01194633]],4
10.0,4.796078431372549,205294.11764705883,[[0.00788692]],4
10.07843137254902,4.764705882352941,198235.29411764705,[[0.00758146]],4
10.07843137254902,4.764705882352941,205294.11764705883,[[0.00728017]],4
10.07843137254902,4.764705882352941,207058.82352941178,[[0.00721531]],4
