hinge2joint,piston_area,accum_volume,accum_P0,capacity,fitness,generation
0.528235294117647,0.6188235294117648,5.694627450980392,3.411764705882353,7423.529411764706,6.956878187032299,0
0.5894117647058823,0.6364705882352941,3.6509803921568627,3.635294117647059,3647.0588235294117,3.505735660291331,0
0.528235294117647,0.4035294117647059,4.848980392156863,4.847058823529412,7388.235294117647,10.974964448521831,0
2.0423529411764707,0.5976470588235294,1.4429019607843137,5.458823529411765,9682.35294117647,11.937536210475054,0
3.923529411764706,0.11058823529411765,4.520117647058823,3.835294117647059,2623.529411764706,3.3272455544489823,0
1.3541176470588236,0.76,2.664392156862745,4.176470588235294,5552.941176470588,6.278552529426778,0
1.3541176470588236,0.8482352941176471,5.365764705882353,4.682352941176471,3294.1176470588234,4.006109194045956,0
0.62,0.76,2.664392156862745,4.176470588235294,6294.117647058823,inf,0
1.5223529411764707,0.6929411764705883,5.2952941176470585,4.211764705882353,4952.941176470588,5.681047690071777,0
0.49764705882352933,0.9435294117647058,2.4529803921568627,3.011764705882353,4317.64705882353,inf,0
1.1858823529411764,0.4388235294117647,2.6409019607843134,5.8,2976.470588235294,3.554421591551834,0
1.2929411764705883,0.7070588235294117,5.31878431372549,4.470588235294118,5623.529411764706,5.632039056734247,0
2.501176470588235,0.7211764705882353,5.083882352941177,3.011764705882353,1317.6470588235293,3.5840700634759437,0
1.5223529411764707,0.7176470588235294,2.312039215686274,4.870588235294118,3823.529411764706,5.124590984507901,0
1.6141176470588234,0.31176470588235294,5.553686274509804,5.8,2976.470588235294,3.42703668986835,0
1.1858823529411764,0.4388235294117647,2.6878823529411764,5.258823529411765,8764.70588235294,5.6438659027180025,0
2.501176470588235,0.5588235294117647,5.765098039215686,5.023529411764706,4635.2941176470595,5.347480001706666,0
0.8035294117647059,0.7176470588235294,3.909372549019608,3.1294117647058823,3929.4117647058824,3.9000653256726765,0
0.7729411764705882,0.9505882352941176,1.3019607843137255,3.388235294117647,1000.0,inf,0
1.7211764705882353,0.7811764705882354,3.275137254901961,5.423529411764706,8305.882352941177,11.524743521036983,0
0.3752941176470589,0.3682352941176471,3.8858823529411763,4.764705882352941,2976.470588235294,5.671580627566812,0
3.143529411764706,0.4388235294117647,2.6409019607843134,5.8,2235.2941176470586,2.535066378290523,0
0.8494117647058823,0.5658823529411765,5.224823529411764,5.7176470588235295,5058.823529411765,3.9622497374532615,0
